id,framework_code,version_number,control_number,domain_code,domain_name_en,title_en,title_ar,requirement_en,requirement_ar,objective_en,control_type,control_category,maturity_level,priority,is_mandatory,testing_frequency,status
783,ZATCA-EINV,2.0,4.5,4,Reporting,Reporting - Control 5,Reporting - ضابط 5,The organization shall implement reporting controls to ensure compliance with E-Invoicing Regulations requirements.,يجب على المنظمة تطبيق ضوابط Reporting لضمان الامتثال لمتطلبات لوائح الفوترة الإلكترونية,To establish effective reporting practices,detective,technical,4,low,True,continuous,active
784,ZATCA-EINV,2.0,1.6,1,Generation,Generation - Control 6,Generation - ضابط 6,The organization shall implement generation controls to ensure compliance with E-Invoicing Regulations requirements.,يجب على المنظمة تطبيق ضوابط Generation لضمان الامتثال لمتطلبات لوائح الفوترة الإلكترونية,To establish effective generation practices,corrective,operational,1,critical,True,annually,active
785,ZATCA-EINV,2.0,2.6,2,Integration,Integration - Control 6,Integration - ضابط 6,The organization shall implement integration controls to ensure compliance with E-Invoicing Regulations requirements.,يجب على المنظمة تطبيق ضوابط Integration لضمان الامتثال لمتطلبات لوائح الفوترة الإلكترونية,To establish effective integration practices,preventive,administrative,2,high,True,quarterly,active
786,ZATCA-EINV,2.0,3.6,3,Compliance,Compliance - Control 6,Compliance - ضابط 6,The organization shall implement compliance controls to ensure compliance with E-Invoicing Regulations requirements.,يجب على المنظمة تطبيق ضوابط Compliance لضمان الامتثال لمتطلبات لوائح الفوترة الإلكترونية,To establish effective compliance practices,detective,technical,3,medium,True,monthly,active
787,ZATCA-EINV,2.0,4.6,4,Reporting,Reporting - Control 6,Reporting - ضابط 6,The organization shall implement reporting controls to ensure compliance with E-Invoicing Regulations requirements.,يجب على المنظمة تطبيق ضوابط Reporting لضمان الامتثال لمتطلبات لوائح الفوترة الإلكترونية,To establish effective reporting practices,corrective,operational,4,low,True,continuous,active
788,ZATCA-EINV,2.0,1.7,1,Generation,Generation - Control 7,Generation - ضابط 7,The organization shall implement generation controls to ensure compliance with E-Invoicing Regulations requirements.,يجب على المنظمة تطبيق ضوابط Generation لضمان الامتثال لمتطلبات لوائح الفوترة الإلكترونية,To establish effective generation practices,preventive,administrative,1,critical,True,annually,active
789,ZATCA-EINV,2.0,2.7,2,Integration,Integration - Control 7,Integration - ضابط 7,The organization shall implement integration controls to ensure compliance with E-Invoicing Regulations requirements.,يجب على المنظمة تطبيق ضوابط Integration لضمان الامتثال لمتطلبات لوائح الفوترة الإلكترونية,To establish effective integration practices,detective,technical,2,high,True,quarterly,active
790,ZATCA-EINV,2.0,3.7,3,Compliance,Compliance - Control 7,Compliance - ضابط 7,The organization shall implement compliance controls to ensure compliance with E-Invoicing Regulations requirements.,يجب على المنظمة تطبيق ضوابط Compliance لضمان الامتثال لمتطلبات لوائح الفوترة الإلكترونية,To establish effective compliance practices,corrective,operational,3,medium,True,monthly,active
791,ZATCA-EINV,2.0,4.7,4,Reporting,Reporting - Control 7,Reporting - ضابط 7,The organization shall implement reporting controls to ensure compliance with E-Invoicing Regulations requirements.,يجب على المنظمة تطبيق ضوابط Reporting لضمان الامتثال لمتطلبات لوائح الفوترة الإلكترونية,To establish effective reporting practices,preventive,administrative,4,low,True,continuous,active
792,ZATCA-EINV,2.0,1.8,1,Generation,Generation - Control 8,Generation - ضابط 8,The organization shall implement generation controls to ensure compliance with E-Invoicing Regulations requirements.,يجب على المنظمة تطبيق ضوابط Generation لضمان الامتثال لمتطلبات لوائح الفوترة الإلكترونية,To establish effective generation practices,detective,technical,1,critical,True,annually,active
793,ZATCA-EINV,2.0,2.8,2,Integration,Integration - Control 8,Integration - ضابط 8,The organization shall implement integration controls to ensure compliance with E-Invoicing Regulations requirements.,يجب على المنظمة تطبيق ضوابط Integration لضمان الامتثال لمتطلبات لوائح الفوترة الإلكترونية,To establish effective integration practices,corrective,operational,2,high,True,quarterly,active
794,ZATCA-EINV,2.0,3.8,3,Compliance,Compliance - Control 8,Compliance - ضابط 8,The organization shall implement compliance controls to ensure compliance with E-Invoicing Regulations requirements.,يجب على المنظمة تطبيق ضوابط Compliance لضمان الامتثال لمتطلبات لوائح الفوترة الإلكترونية,To establish effective compliance practices,preventive,administrative,3,medium,True,monthly,active
795,ZATCA-EINV,2.0,4.8,4,Reporting,Reporting - Control 8,Reporting - ضابط 8,The organization shall implement reporting controls to ensure compliance with E-Invoicing Regulations requirements.,يجب على المنظمة تطبيق ضوابط Reporting لضمان الامتثال لمتطلبات لوائح الفوترة الإلكترونية,To establish effective reporting practices,detective,technical,4,low,True,continuous,active
796,ZATCA-EINV,2.0,1.9,1,Generation,Generation - Control 9,Generation - ضابط 9,The organization shall implement generation controls to ensure compliance with E-Invoicing Regulations requirements.,يجب على المنظمة تطبيق ضوابط Generation لضمان الامتثال لمتطلبات لوائح الفوترة الإلكترونية,To establish effective generation practices,corrective,operational,1,critical,True,annually,active
797,ZATCA-EINV,2.0,2.9,2,Integration,Integration - Control 9,Integration - ضابط 9,The organization shall implement integration controls to ensure compliance with E-Invoicing Regulations requirements.,يجب على المنظمة تطبيق ضوابط Integration لضمان الامتثال لمتطلبات لوائح الفوترة الإلكترونية,To establish effective integration practices,preventive,administrative,2,high,True,quarterly,active
798,ZATCA-EINV,2.0,3.9,3,Compliance,Compliance - Control 9,Compliance - ضابط 9,The organization shall implement compliance controls to ensure compliance with E-Invoicing Regulations requirements.,يجب على المنظمة تطبيق ضوابط Compliance لضمان الامتثال لمتطلبات لوائح الفوترة الإلكترونية,To establish effective compliance practices,detective,technical,3,medium,True,monthly,active
799,ISO-27001,2022,1.1,1,A.5 Organizational,A.5 Organizational - Control 1,A.5 Organizational - ضابط 1,The organization shall implement a.5 organizational controls to ensure compliance with Information Security Management System requirements.,يجب على المنظمة تطبيق ضوابط A.5 Organizational لضمان الامتثال لمتطلبات نظام إدارة أمن المعلومات,To establish effective a.5 organizational practices,preventive,administrative,1,critical,False,annually,active
